<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20160601;100000;13135.0000000;13211.0000000;13084.0000000;13186.0000000;29784
20160601;100500;13188.0000000;13198.0000000;13153.0000000;13156.0000000;14773
20160601;101000;13155.0000000;13174.0000000;13139.0000000;13163.0000000;9769
20160601;101500;13163.0000000;13186.0000000;13159.0000000;13174.0000000;6673
20160601;102000;13170.0000000;13200.0000000;13160.0000000;13194.0000000;6396
20160601;102500;13194.0000000;13197.0000000;13148.0000000;13153.0000000;5437
20160601;103000;13153.0000000;13171.0000000;13139.0000000;13155.0000000;6183
20160601;103500;13155.0000000;13166.0000000;13128.0000000;13166.0000000;6003
20160601;104000;13166.0000000;13184.0000000;13156.0000000;13182.0000000;3961
20160601;104500;13182.0000000;13217.0000000;13173.0000000;13209.0000000;12912
20160601;105000;13209.0000000;13214.0000000;13185.0000000;13192.0000000;4838
20160601;105500;13192.0000000;13200.0000000;13162.0000000;13167.0000000;4854
20160601;110000;13167.0000000;13195.0000000;13157.0000000;13189.0000000;4504
20160601;110500;13189.0000000;13193.0000000;13169.0000000;13181.0000000;2423
20160601;111000;13182.0000000;13209.0000000;13161.0000000;13200.0000000;6099
20160601;111500;13196.0000000;13202.0000000;13183.0000000;13195.0000000;2439
20160601;112000;13193.0000000;13198.0000000;13172.0000000;13179.0000000;2616
20160601;112500;13180.0000000;13186.0000000;13162.0000000;13166.0000000;2789
20160601;113000;13166.0000000;13177.0000000;13135.0000000;13150.0000000;5948
20160601;113500;13145.0000000;13150.0000000;13073.0000000;13091.0000000;17657
20160601;114000;13091.0000000;13102.0000000;13088.0000000;13100.0000000;4982
20160601;114500;13098.0000000;13119.0000000;13091.0000000;13117.0000000;4504
20160601;115000;13114.0000000;13119.0000000;13097.0000000;13119.0000000;4689
20160601;115500;13117.0000000;13119.0000000;13081.0000000;13083.0000000;7940
20160601;120000;13085.0000000;13107.0000000;13073.0000000;13105.0000000;15103
20160601;120500;13107.0000000;13121.0000000;13096.0000000;13111.0000000;6060
20160601;121000;13110.0000000;13115.0000000;13093.0000000;13093.0000000;3111
20160601;121500;13092.0000000;13109.0000000;13085.0000000;13107.0000000;4017
20160601;122000;13107.0000000;13142.0000000;13101.0000000;13129.0000000;7223
20160601;122500;13126.0000000;13135.0000000;13120.0000000;13122.0000000;2052
20160601;123000;13119.0000000;13119.0000000;13096.0000000;13116.0000000;3104
20160601;123500;13113.0000000;13126.0000000;13107.0000000;13118.0000000;2206
20160601;124000;13119.0000000;13133.0000000;13115.0000000;13121.0000000;1697
20160601;124500;13122.0000000;13138.0000000;13119.0000000;13129.0000000;2724
20160601;125000;13128.0000000;13143.0000000;13125.0000000;13140.0000000;4182
20160601;125500;13138.0000000;13139.0000000;13129.0000000;13131.0000000;1183
20160601;130000;13134.0000000;13137.0000000;13114.0000000;13115.0000000;3270
